pv_sales,tw_sales,pv_entry_level_sales,pv_premium_sales,pv_export_sales,tw_export_sales,rural_demand_index,repo_rate,inflation_rate,consumer_confidence_index,urban_demand_index,automaker,region,vehicle_type,inventory_level,monsoon_index,gdp_growth,month,year
13152.0,45217.0,9321.0,4372.0,3254.0,7329.0,132.41,8.0,4.55,120.04,108.98,Kia,Uttarakhand,Passenger Vehicle,19.0,87.52,5.77,4,2021
2923.0,66289.0,8721.0,5442.0,4341.0,,97.77,6.25,6.55,79.35,89.14,Kia,Arunachal Pradesh,Passenger Vehicle,23.0,90.02,2.78,12,2024
6733.0,77401.0,6029.0,6349.0,4097.0,13613.0,86.52,6.0,2.44,93.55,126.05,Hero MotoCorp,Punjab,Passenger Vehicle,16.0,105.17,3.88,6,2023
2755.0,37721.0,10333.0,3554.0,1592.0,16003.0,150.1,4.0,6.0,100.3,,Mahindra,Mizoram,Passenger Vehicle,17.0,104.97,8.94,5,2022
28558.0,33100.0,9037.0,7939.0,1780.0,9215.0,92.83,,3.13,72.57,105.92,,Andaman & Nicobar,Two-Wheeler,16.0,126.73,6.96,12,2018
8664.0,41045.0,11385.0,5481.0,2950.0,11523.0,89.6,4.5,7.99,106.16,108.73,Yamaha,Delhi,Two-Wheeler,23.0,129.11,3.33,6,2020
,56458.0,7879.0,4724.0,4240.0,18521.0,,5.5,5.95,,84.67,Tata Motors,Goa,Two-Wheeler,14.0,,4.56,12,2017
22220.0,9419.0,5255.0,4691.0,2788.0,15427.0,102.75,5.0,2.61,98.45,85.22,Royal Enfield,Andaman & Nicobar,Passenger Vehicle,8.0,159.57,8.24,7,2015
11175.0,28295.0,11305.0,7580.0,2590.0,6649.0,120.02,6.0,2.82,110.88,,Suzuki Motorcycle,Punjab,Two-Wheeler,11.0,128.9,5.88,3,2023
20071.0,36362.0,17621.0,6239.0,2504.0,16563.0,101.71,6.0,4.32,88.81,73.93,Hero MotoCorp,West Bengal,Two-Wheeler,21.0,-31.57633692743997,8.16,9,2022
11266.0,87590.0,8540.0,6302.0,,8518.0,,7.75,3.18,99.32,113.7,Toyota,Meghalaya,,27.0,84.69,9.68,8,2021
10940.0,58713.0,4255.0,5601.0,4575.0,,,7.5,,102.68,124.09,Bajaj Auto,Karnataka,,14.0,166.6,9.53,12,2020
11004.0,62230.0,2454.0,8808.0,5793.0,,85.69,7.75,3.4,103.44,115.03,TVS Motor,Jammu & Kashmir,Passenger Vehicle,19.0,63.24,5.14,6,2021
12843.0,26441.0,16647.0,9254.0,4858.0,25586.0,96.18,5.25,4.7,84.17,73.55,,Jharkhand,Two-Wheeler,34.0,105.08,5.81,3,2020
,39567.0,11058.0,6815.0,2660.0,10907.0,73.59,6.0,7.93,80.93,107.79,Bajaj Auto,Haryana,Two-Wheeler,22.0,103.33,7.91,8,2024
4996.0,48155.0,13489.0,3898.0,2491.0,19240.0,97.19,5.5,7.07,119.01,127.45,Hero MotoCorp,Lakshadweep,Passenger Vehicle,21.0,66.04,2.37,9,2025
15218.0,66435.0,15183.0,4130.0,,19556.0,120.94,5.0,2.47,91.33,106.22,Yamaha,Mizoram,Passenger Vehicle,11.0,104.1,5.81,6,2017
10879.0,,18668.0,2935.0,4310.0,12419.0,105.81,,5.78,102.54,113.93,Maruti Suzuki,Delhi,Passenger Vehicle,,92.58,2.75,12,2024
8929.0,36664.0,6753.0,3388.0,,13639.0,132.08,4.0,3.76,74.84,134.56,Tata Motors,Mizoram,Two-Wheeler,20.0,93.33,7.42,4,2020
9316.0,16018.0,12837.0,5988.0,3884.0,13002.0,,5.25,3.52,87.61,113.5,Toyota,,Passenger Vehicle,22.0,96.83,,3,2018
19357.0,19837.0,5484.0,9977.0,1867.0,10362.0,96.07,7.75,5.33,97.96,104.61,Hero MotoCorp,Himachal Pradesh,,21.0,64.12,3.6,3,2019
8801.0,92122.0,13694.0,6941.0,4337.0,7850.0,104.91,4.75,2.78,,103.21,Mahindra,Uttarakhand,Passenger Vehicle,14.0,78.37,9.62,8,2017
10301.0,70688.0,9482.0,10484.0,1828.0,12954.0,214.3037301846218,5.5,5.65,117.44,,Renault,West Bengal,Passenger Vehicle,19.0,130.25,2.87,12,2021
7302.0,20507.0,8651.0,9194.0,4436.0,13369.0,105.35,5.0,5.64,105.03,137.55,Renault,Uttar Pradesh,Two-Wheeler,24.0,124.83,6.42,2,2024
11189.0,,6865.0,11597.0,2110.0,16762.0,97.69,5.75,6.83,96.81,97.85,,Sikkim,Passenger Vehicle,17.0,89.16,6.46,5,2015
18174.0,32226.0,4385.0,12438.0,1882.0,17488.480690738368,74.09,7.0,5.75,94.68,114.0,Mahindra,Himachal Pradesh,Passenger Vehicle,42.0,95.06,5.51,10,2019
13553.0,36190.0,8038.0,4734.0,3401.0,,64.99,5.5,4.28,71.93,98.57,,Puducherry,Two-Wheeler,23.0,106.59,4.22,10,2025
7495.0,,5439.0,4937.0,2736.0,27438.0,105.86,4.75,3.67,98.33,92.76,,Manipur,Two-Wheeler,34.0,153.4,4.78,1,2015
18007.0,44077.0,5535.0,6090.0,2348.0,8619.0,100.78,4.5,4.18,65.66,74.67,Royal Enfield,Andhra Pradesh,Passenger Vehicle,13.0,92.17,7.89,6,2019
6182.0,28476.0,7980.0,4500.0,2258.0,16421.0,119.8,4.25,4.6,,95.9,TVS Motor,Odisha,Two-Wheeler,29.0,92.54,4.84,6,2017
14350.0,39597.0,18739.0,4998.0,1773.0,11679.0,95.44,7.75,5.33,80.51,124.93,Maruti Suzuki,Andhra Pradesh,Two-Wheeler,,95.38,7.15,6,2018
26202.0,58116.0,6983.0,3934.0,2452.0,17015.0,95.98,4.0,5.08,124.11,,Renault,Nagaland,Two-Wheeler,24.0,125.25,3.71,11,2020
7096.0,33813.0,10045.0,8776.0,1174.0,18968.0,100.28,4.0,6.12,107.57,96.79,Honda,Bihar,Passenger Vehicle,21.0,100.07,3.67,2,2017
9943.0,79616.0,12152.0,6194.0,3449.0,14155.0,98.07,5.5,2.39,128.45,98.64,Renault,Gujarat,Two-Wheeler,19.0,95.25,6.27,9,2025
7285.0,51840.0,8780.0,5017.0,1133.0,18860.0,119.91,6.5,,100.51,78.15,Royal Enfield,Punjab,Two-Wheeler,32.0,93.08,2.14,12,2019
22998.0,54650.0,9447.0,7354.0,2617.0,,,5.0,6.88,85.31,88.8,Toyota,Bihar,Passenger Vehicle,21.0,110.49,2.87,4,2020
5594.0,36693.0,10049.0,8052.0,2098.0,12476.0,85.68,6.0,6.69,100.73,85.79,Tata Motors,Madhya Pradesh,Passenger Vehicle,19.0,96.21,5.06,11,2016
5684.0,,10143.0,6611.0,5072.0,20840.0,78.85,5.5,5.69,112.54,117.19,Tata Motors,Assam,Passenger Vehicle,14.0,64.06,7.29,8,2025
31884.0,-9021.908028644943,8924.0,,4097.0,,109.85,4.0,6.29,85.44,109.3,Bajaj Auto,Odisha,Two-Wheeler,18.0,113.16,3.44,10,2015
9935.0,96124.0,10453.0,11600.0,1838.0,13354.0,80.84,5.75,2.09,121.64,102.08,Suzuki Motorcycle,Arunachal Pradesh,Passenger Vehicle,,111.86,8.57,7,2015
7681.0,45841.0,11536.0,11368.0,,28454.0,103.78,6.5,5.54,102.06,119.96,Renault,Nagaland,Two-Wheeler,26.0,102.53,3.99,2,2019
6891.0,25896.0,8000.0,6294.0,3698.0,,85.62,5.0,2.42,86.58,82.86,Hyundai,Maharashtra,Two-Wheeler,14.0,89.87,5.54,11,2015
19789.0,64002.0,5050.0,3467.0,2997.0,16434.0,84.32,8.0,4.6,87.67,,Royal Enfield,Telangana,Two-Wheeler,8.0,93.19,2.03,8,2019
,95869.0,4617.0,4373.0,1924.0,6422.0,105.2,7.25,3.56,68.49,80.44,Renault,Arunachal Pradesh,,28.0,96.14,4.34,10,2024
18740.0,22482.0,5782.0,6574.0,1953.0,31994.0,96.3,4.0,5.47,98.53,99.25,TVS Motor,Goa,Two-Wheeler,20.0,123.1,3.97,7,2020
12224.0,62587.0,6222.0,8264.0,2888.0,15138.0,70.44,5.75,6.9,78.52,117.6,Yamaha,Manipur,Passenger Vehicle,5.0,115.31,2.27,3,2018
15501.0,25713.0,8816.0,6262.0,,9380.0,97.16,4.25,7.07,108.84,89.09,,Lakshadweep,Two-Wheeler,19.0,64.4,6.04,11,2021
22622.0,28191.0,5347.0,8439.0,2729.0,12947.0,85.73,6.75,6.36,117.45,74.63,Bajaj Auto,Meghalaya,Two-Wheeler,10.0,98.37,8.06,11,2023
,73435.0,14266.0,5894.0,2865.0,20566.0,90.51,4.5,2.48,95.84,96.69,,Karnataka,Passenger Vehicle,17.0,92.4,7.74,6,2015
12114.0,68581.0,4592.0,2988.0,2916.0,5439.0,79.19,4.5,6.45,106.34,91.38,Hyundai,Andaman & Nicobar,Two-Wheeler,17.0,118.12,6.67,4,2016
,42711.0,5575.0,6381.0,8420.0,11897.0,,5.75,4.6,86.92,83.18,Renault,Tripura,Passenger Vehicle,27.0,98.12,5.97,5,2018
15725.0,33563.0,9525.0,6017.0,3307.0,21738.0,108.34,7.5,3.66,92.26,104.96,Hyundai,Meghalaya,Two-Wheeler,16.0,134.13,,3,2020
11424.0,65632.0,10449.0,4404.0,1655.0,16520.0,85.19,7.75,2.53,110.08,88.84,Hero MotoCorp,Karnataka,Two-Wheeler,,106.9,2.22,12,2018
6258.0,41012.0,7410.0,8628.0,1264.0,14870.0,112.17,5.75,6.63,113.33,82.58,Yamaha,Punjab,Passenger Vehicle,30.0,71.58,6.4,6,2023
14787.0,17141.0,10598.0,4588.0,2377.0,19479.0,100.55,5.0,4.09,124.09,111.05,Royal Enfield,West Bengal,Two-Wheeler,16.0,,4.4,7,2021
23988.0,,5193.0,4444.0,4868.0,10693.0,112.12,4.25,2.71,105.0,100.51,TVS Motor,Arunachal Pradesh,Two-Wheeler,11.0,74.65,4.66,12,2021
3941.0,29620.0,10981.0,6617.0,,11986.0,102.7,,2.82,95.33,125.15,Royal Enfield,Himachal Pradesh,Passenger Vehicle,17.0,125.46,8.6,1,2019
19007.0,87157.0,7813.0,7184.0,1847.0,9734.0,103.14,5.25,5.84,101.38,121.03,Kia,Karnataka,Two-Wheeler,18.0,83.67,5.33,9,2021
11060.0,82336.0,,6360.0,1989.0,19106.0,106.12,5.0,6.72,107.87,102.99,Royal Enfield,Kerala,Two-Wheeler,12.0,79.77,5.0,9,2024
,29894.0,9679.0,,6334.0,8067.0,-22.623997867116223,6.5,6.01,90.39,,Tata Motors,Gujarat,Two-Wheeler,12.0,64.49,9.47,4,2024
26895.0,74472.85243971008,8412.0,12195.0,3228.0,8093.0,108.07,5.25,7.38,114.0,86.88,Hyundai,Rajasthan,Two-Wheeler,13.0,108.76,7.03,12,2024
15619.0,39903.0,7948.0,8249.0,,23786.0,89.47,6.5,2.82,118.07,107.25,Kia,Ladakh,Passenger Vehicle,20.0,97.04,6.07,10,2016
7582.0,82071.0,4906.0,7551.0,4062.0,,,17.700218586545677,6.5,90.23,101.98,Honda,Nagaland,Passenger Vehicle,16.0,111.4,8.78,9,2021
15441.0,83972.0,7618.0,4221.0,3005.0,7944.0,90.87,7.0,4.52,99.02,97.47,TVS Motor,Goa,Passenger Vehicle,10.0,68.4,9.32,7,2024
16518.0,56407.0,4970.0,,4341.0,5660.0,80.27,4.25,7.49,107.46,99.3,Mahindra,Nagaland,Passenger Vehicle,7.0,99.87,2.44,8,2020
9532.0,28120.0,9800.0,12157.0,2697.0,13194.0,114.9,6.75,2.88,80.27,47.82,Kia,Sikkim,Passenger Vehicle,16.0,135.22,8.04,5,2020
18004.0,,,5024.0,2328.0,16785.0,104.67,5.75,4.47,90.46,111.79,Yamaha,Tamil Nadu,Passenger Vehicle,15.0,93.23,9.66,3,2015
27407.0,15584.0,13422.0,4500.0,2741.0,30607.0,65.7,5.5,5.36,246.9929781490895,122.25,Kia,Meghalaya,Passenger Vehicle,15.0,103.91,6.4,8,2022
8468.0,70964.0,17923.0,5078.0,3839.0,12852.0,115.25,5.25,7.74,131.29,72.65,Honda,Arunachal Pradesh,Two-Wheeler,34.0,150.85,7.13,7,2020
7439.0,61578.0,14658.0,8403.0,840.0,10685.0,101.4,7.75,6.54,106.84,92.79,Yamaha,Gujarat,Two-Wheeler,49.0,91.79,8.02,9,2017
12232.0,90685.0,4932.0,4523.0,3248.0,18635.0,100.34,5.25,,95.5,122.5,Hero MotoCorp,Himachal Pradesh,Two-Wheeler,14.0,114.46,8.38,4,2020
22280.0,51018.0,5452.0,4461.0,2406.0,16653.0,127.0,6.5,,111.56,78.88,Tata Motors,Assam,Two-Wheeler,17.0,104.02,4.82,10,2021
20034.0,69872.0,7521.0,9759.0,,7372.0,95.01,7.5,7.2,120.49,108.83,Kia,Lakshadweep,Passenger Vehicle,,124.7,6.57,4,2024
14872.0,99306.0,8548.0,4399.0,3239.0,24974.0,97.09,8.0,4.66,115.16,106.28,Suzuki Motorcycle,,Passenger Vehicle,8.0,81.73,7.18,11,2020
8117.0,94355.0,10907.0,8318.0,3325.0,10735.0,92.21,5.5,3.9,128.82,65.44,,Sikkim,Two-Wheeler,14.0,91.79,3.59,12,2024
9819.0,9379.0,16229.0,4651.0,2741.0,8388.0,139.89,5.0,2.0,77.29,71.37,,,Two-Wheeler,41.0,132.66,,3,2024
9347.0,26172.0,16646.0,8078.0,3464.0,18543.0,90.91,5.5,5.33,123.25,127.23,Yamaha,Gujarat,Two-Wheeler,15.0,109.83,6.65,11,2025
,83743.0,15914.0,10256.0,3519.0,12934.0,119.33,4.25,5.76,110.46,107.12,Honda,Lakshadweep,Passenger Vehicle,-6.589436319018892,90.51,4.57,6,2021
9938.0,66851.0,6589.0,9973.0,8908.69585409914,25487.0,120.15,5.0,2.73,107.22,114.81,Royal Enfield,Chandigarh,Passenger Vehicle,,92.13,5.51,9,2020
6549.0,17379.0,5183.0,5210.0,864.0,27206.0,86.57,7.0,5.4,82.54,97.34,Kia,Goa,Passenger Vehicle,25.0,95.01,5.43,8,2018
13421.0,60064.0,,4830.0,3244.0,12302.0,103.8,5.5,3.45,,,Bajaj Auto,Sikkim,Passenger Vehicle,25.0,104.0,7.56,2,2025
25690.0,65844.0,4440.0,7241.0,1720.0,29477.0,93.24,7.5,6.25,86.87,90.38,TVS Motor,,Two-Wheeler,11.0,88.96,8.91,12,2015
12973.0,74447.0,13480.0,6972.0,6555.0,10119.0,97.35,4.0,3.69,109.01,94.27,Maruti Suzuki,Meghalaya,Passenger Vehicle,29.0,136.34,7.68,2,2018
21308.0,54739.0,7734.0,8065.0,3502.0,18212.0,86.82,17.71173686682758,4.56,,82.87,Honda,Maharashtra,Passenger Vehicle,16.0,112.57,6.08,8,2022
